"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000100784",14.1018366599545,0.46459504678269,0.482632169529907,0.962627599472315,0.335734441901053,0.446696235870518,"RPS6KA5","9252","ribosomal protein S6 kinase A5"
"ENSG00000070495",554.562994683899,-0.0788363477278351,0.0819240437643968,-0.962310258445718,0.335893777460754,0.446867890613522,"JMJD6","23210","jumonji domain containing 6, arginine demethylase and lysine hydroxylase"
"ENSG00000100150",152.4071686674,-0.145230191139131,0.150928488405775,-0.962245051767009,0.335926523479919,0.446871116801791,"DEPDC5","9681","DEP domain containing 5"
"ENSG00000184260",1.75513886851349,-1.39526858251022,1.45067323117376,-0.961807630089991,0.336146244570563,0.447123046252794,"HIST2H2AC","8338","histone cluster 2 H2A family member c"
"ENSG00000010310",7.7418529560927,0.702725121654016,0.730767512936856,0.961626111196238,0.336237450391738,0.447204001793469,"GIPR","2696","gastric inhibitory polypeptide receptor"
"ENSG00000174705",1623.72760234263,-0.0520876742317856,0.0541729598630645,-0.961506891324565,0.336297362164648,0.447226515937124,"SH3PXD2B","285590","SH3 and PX domains 2B"
"ENSG00000165863",1.73482588858872,-1.36435032562174,1.41904200862303,-0.961458728727583,0.336321567347409,0.447226515937124,"C10orf82","143379","chromosome 10 open reading frame 82"
"ENSG00000168234",219.704431295817,-0.11666225459548,0.121345606960958,-0.961404846184626,0.336348648544519,0.447226515937124,"TTC39C","125488","tetratricopeptide repeat domain 39C"
"ENSG00000135750",27.9085617596237,0.339695729537425,0.353352481699385,0.961350909165037,0.336375758526464,0.447226515937124,"KCNK1","3775","potassium two pore domain channel subfamily K member 1"
"ENSG00000259030",3.56385582012441,-0.913555322576847,0.950693552531919,-0.960935645501997,0.336584526633058,0.447463715814361,"FPGT-TNNI3K","100526835","FPGT-TNNI3K readthrough"
"ENSG00000188060",3.60563573560067,-0.915294688705133,0.952853230137598,-0.960583078018174,0.336761840499465,0.447659060636883,"RAB42","115273","RAB42, member RAS oncogene family"
"ENSG00000205133",302.575653271248,0.106195714065002,0.110577717150674,0.960371734933711,0.336868158332083,0.447736772522219,"TRIQK","286144","triple QxxK/R motif containing"
"ENSG00000184292",1.36762054710168,1.56876391053958,1.63354016478641,0.960346090262614,0.336881060557667,0.447736772522219,"TACSTD2","4070","tumor associated calcium signal transducer 2"
"ENSG00000103044",19.3380676255434,-0.392835531896691,0.409126575913217,-0.960180919608651,0.33696416804962,0.447806844789477,"HAS3","3038","hyaluronan synthase 3"
"ENSG00000149091",1274.7562933198,-0.0600409385732975,0.0625756466397415,-0.959493697587549,0.33731009313354,0.448226143053116,"DGKZ","8525","diacylglycerol kinase zeta"
"ENSG00000003509",138.544192694167,-0.145072397141971,0.151271789695576,-0.959018184645788,0.337549584355606,0.448503946468889,"NDUFAF7","55471","NADH:ubiquinone oxidoreductase complex assembly factor 7"
"ENSG00000222038",1.67464198175023,-1.46683212788073,1.529818106804,-0.95882779878004,0.337645502472675,0.448527666164054,"POTEJ","653781","POTE ankyrin domain family member J"
"ENSG00000152292",0.812658629919556,-1.99410694202108,2.07979114710337,-0.958801533893617,0.337658736333979,0.448527666164054,"SH2D6","284948","SH2 domain containing 6"
"ENSG00000173157",0.812658629919556,-1.99410694202108,2.07979114710337,-0.958801533893617,0.337658736333979,0.448527666164054,"ADAMTS20","80070","ADAM metallopeptidase with thrombospondin type 1 motif 20"
"ENSG00000126814",239.090702578608,-0.112589037116218,0.117544634389056,-0.957840718986489,0.33814308292108,0.449095706138446,"TRMT5","57570","tRNA methyltransferase 5"
"ENSG00000129691",566.553583983855,-0.077376692026087,0.0807831276494259,-0.957832337983722,0.338147309744764,0.449095706138446,"ASH2L","9070","ASH2 like, histone lysine methyltransferase complex subunit"
"ENSG00000169155",238.224382769692,0.114113222830257,0.119236443371735,0.957033098299439,0.338550549302482,0.449590736675075,"ZBTB43","23099","zinc finger and BTB domain containing 43"
"ENSG00000101189",426.335376377306,0.0922110050286212,0.0964259391241764,0.956288379103809,0.3389265593968,0.450049520892877,"MRGBP","55257","MRG domain binding protein"
"ENSG00000167394",150.538670619466,-0.143978868052594,0.150578997156934,-0.956168328724746,0.338987198126633,0.450089488827957,"ZNF668","79759","zinc finger protein 668"
"ENSG00000161509",1.90370137397885,1.3105102399626,1.37091065853691,0.955941389617047,0.339101846512885,0.450201154302036,"GRIN2C","2905","glutamate ionotropic receptor NMDA type subunit 2C"
"ENSG00000115073",726.466683234459,0.0708906856474962,0.0741876967010391,0.95555851980647,0.339295326613908,0.450380416931664,"ACTR1B","10120","ARP1 actin related protein 1 homolog B"
"ENSG00000157764",440.834422941372,0.0953296849499389,0.0997638643567642,0.955553251315844,0.339297989496015,0.450380416931664,"BRAF","673","B-Raf proto-oncogene, serine/threonine kinase"
"ENSG00000261884",8.86671695587669,0.598625666552815,0.626846113890889,0.954980262758739,0.339587678255641,0.450715076274947,NA,NA,NA
"ENSG00000155749",7.79910503545981,0.614612287808755,0.643617819432675,0.954933610058393,0.339611271680912,0.450715076274947,"ALS2CR12","130540","amyotrophic lateral sclerosis 2 chromosome region 12"
"ENSG00000066382",4.19286306742268,-0.864918254995756,0.905999193377485,-0.954656760533547,0.339751302964398,0.450860319024789,"MPPED2","744","metallophosphoesterase domain containing 2"
"ENSG00000165695",1.7506807092449,1.33199720532241,1.39538374230821,0.954574118169852,0.339793110882736,0.450875201961805,"AK8","158067","adenylate kinase 8"
"ENSG00000145040",15.7883632413582,-0.42677610547973,0.447417506473524,-0.953865459676608,0.34015174929737,0.451260536386228,"UCN2","90226","urocortin 2"
"ENSG00000185513",21.727657179624,0.381890686870483,0.400374406096421,0.953833914095182,0.340167719546533,0.451260536386228,"L3MBTL1","26013","L3MBTL1, histone methyl-lysine binding protein"
"ENSG00000151090",0.543274654303322,2.51718011253711,2.63905480778744,0.953818808578474,0.34017536702748,0.451260536386228,"THRB","7068","thyroid hormone receptor beta"
"ENSG00000176076",3.07811462284475,1.01327431518894,1.06282773410582,0.953375869553708,0.340399663075688,0.451506770999586,"KCNE5","23630","potassium voltage-gated channel subfamily E regulatory subunit 5"
"ENSG00000146232",267.5385903682,0.114716897191954,0.120332671417315,0.953331259422595,0.340422258064012,0.451506770999586,"NFKBIE","4794","NFKB inhibitor epsilon"
"ENSG00000187699",5.21767931553752,-0.791968917355771,0.831087252641955,-0.952931133088818,0.340624964628828,0.451734970637961,"C2orf88","84281","chromosome 2 open reading frame 88"
"ENSG00000181929",912.382869574611,0.0707946999584265,0.0743465070888438,0.952226308007008,0.340982221552517,0.452168074612291,"PRKAG1","5571","protein kinase AMP-activated non-catalytic subunit gamma 1"
"ENSG00000126759",2.64262206992341,1.05885491569549,1.11226944316106,0.951976989214261,0.341108651988309,0.452295034908114,"CFP","5199","complement factor properdin"
"ENSG00000169609",155.650422797743,0.138530332475256,0.145549469277324,0.95177490624377,0.341211150993731,0.452390243194099,"C15orf40","123207","chromosome 15 open reading frame 40"
"ENSG00000158869",3.12175990422228,0.990891345736328,1.04215697885685,0.950808146794975,0.341701776226835,0.452999980033381,"FCER1G","2207","Fc fragment of IgE receptor Ig"
"ENSG00000177363",11.4952549440025,-0.506238513809835,0.532724592237476,-0.950281855176991,0.341969056070387,0.45331354095749,"LRRN4CL","221091","LRRN4 C-terminal like"
"ENSG00000087274",5040.26784168272,-0.0380772434279562,0.0400785372715736,-0.950065696508418,0.342078872072783,0.45341833048014,"ADD1","118","adducin 1"
"ENSG00000167306",2.40752894825287,-1.16886817716378,1.23078482552527,-0.949693360628601,0.342268084329633,0.45362832975271,"MYO5B","4645","myosin VB"
"ENSG00000100890",91.8400386547226,0.179733519467743,0.189352151970014,0.949202412530309,0.342517674790424,0.453918306902372,"KIAA0391","9692","KIAA0391"
"ENSG00000163444",697.596859208521,-0.0692992876206745,0.0730126642765073,-0.949140649877262,0.34254908221171,0.453919112896618,"TMEM183A","92703","transmembrane protein 183A"
"ENSG00000171224",4.20930872045835,-0.857022860558145,0.903170393052723,-0.948904954314767,0.342668954569373,0.454037134985473,"FAM241B","219738","family with sequence similarity 241 member B"
"ENSG00000167978",7662.05063451976,0.0400137644968124,0.0421878238341464,0.948467137203357,0.342891695045414,0.454291424090193,"SRRM2","23524","serine/arginine repetitive matrix 2"
"ENSG00000131725",560.092594487567,-0.0772220747089532,0.0814614706946682,-0.947958268497201,0.343150699437635,0.454590712513504,"WDR44","54521","WD repeat domain 44"
"ENSG00000138821",12.1633240067659,0.495842788054977,0.52309492145253,0.947902125828561,0.343179282631649,0.454590712513504,"SLC39A8","64116","solute carrier family 39 member 8"
"ENSG00000111490",7.07477646412834,0.65751731554877,0.693882310985504,0.947591983739886,0.343337208691846,0.454759034933084,"TBC1D30","23329","TBC1 domain family member 30"
"ENSG00000214413",144.726912680878,0.149935516964009,0.158245246878709,0.947488281142061,0.343390024981657,0.454788118995297,"BBIP1","92482","BBSome interacting protein 1"
"ENSG00000205339",4403.5096609677,-0.039305422546137,0.0414917281293043,-0.947307434957784,0.343482143330964,0.454869245072491,"IPO7","10527","importin 7"
"ENSG00000182405",88.6065464588082,-0.184219023088002,0.194578007671106,-0.946761791288286,0.343760175690904,0.455196538125116,"PGBD4","161779","piggyBac transposable element derived 4"
"ENSG00000254598",9.91585832940567,0.534381115012932,0.564653601579432,0.94638750823191,0.343950974441233,0.45540256204825,"CSNK2A3","283106","casein kinase 2 alpha 3"
"ENSG00000141499",177.13755757032,-0.128657948735067,0.135953863710335,-0.946335361304532,0.343977562811855,0.45540256204825,"WRAP53","55135","WD repeat containing antisense to TP53"
"ENSG00000179698",2.40914733156072,-1.09848699895613,1.16131262922446,-0.945901190870294,0.344198986036319,0.455654779143382,"WDR97","340390","WD repeat domain 97"
"ENSG00000006652",696.318898071838,-0.0731814290514223,0.0774090119935608,-0.945386424225514,0.344461630487753,0.455947081357919,"IFRD1","3475","interferon related developmental regulator 1"
"ENSG00000126353",6.63208618128805,0.675959284356141,0.715038141016143,0.945347171824335,0.344481663110356,0.455947081357919,"CCR7","1236","C-C motif chemokine receptor 7"
"ENSG00000107864",17.2997650819123,-0.410640505692137,0.434568345793452,-0.944938833366644,0.344690104392802,0.456182000587385,"CPEB3","22849","cytoplasmic polyadenylation element binding protein 3"
"ENSG00000128563",302.93467867193,0.10250813234936,0.108498139543033,0.944791613764978,0.344765274140806,0.456240514527,"PRKRIP1","79706","PRKR interacting protein 1"
"ENSG00000162461",2.30616775618368,1.15470264242033,1.22305603015711,0.944112627670875,0.345112097080162,0.45665847430126,"SLC25A34","284723","solute carrier family 25 member 34"
"ENSG00000132855",0.883776761414048,1.92842967294989,2.04324142992011,0.943809010874106,0.345267255087846,0.456781759917835,"ANGPTL3","27329","angiopoietin like 3"
"ENSG00000170509",0.883776761414048,1.92842967294989,2.04324142992011,0.943809010874106,0.345267255087846,0.456781759917835,"HSD17B13","345275","hydroxysteroid 17-beta dehydrogenase 13"
"ENSG00000125247",136.716021112456,-0.149790207167486,0.158743028662611,-0.943601797379376,0.345373173419339,0.456880875132773,"TMTC4","84899","transmembrane and tetratricopeptide repeat containing 4"
"ENSG00000186364",10.8413764164488,-0.52820286632671,0.5604044539616,-0.94253866576675,0.345916924785254,0.457559113039407,"NUDT17","200035","nudix hydrolase 17"
"ENSG00000167183",1.32746456093418,-1.63713282162738,1.73769508704778,-0.942128934949543,0.346126632043871,0.457782643712484,"PRR15L","79170","proline rich 15 like"
"ENSG00000188868",18.1427016844199,0.396118801757565,0.420469395069233,0.942087120734059,0.346148037829551,0.457782643712484,"ZNF563","147837","zinc finger protein 563"
"ENSG00000269335",172.975335074737,0.130210588185977,0.13825088497852,0.941842710129539,0.346273174851496,0.457899282915126,"IKBKG","8517","inhibitor of nuclear factor kappa B kinase subunit gamma"
"ENSG00000102763",447.517030584285,-0.0857893926026782,0.0910915103089056,-0.941793503167891,0.346298372056724,0.457899282915126,"VWA8","23078","von Willebrand factor A domain containing 8"
"ENSG00000215421",357.881890446591,-0.0932799621529788,0.0990889534562699,-0.941375994995701,0.346512210725158,0.45814093134183,"ZNF407","55628","zinc finger protein 407"
"ENSG00000160813",64.5112751672482,0.20894991794619,0.222016227696795,0.941147050888328,0.346629506639121,0.458254903915265,"PPP1R35","221908","protein phosphatase 1 regulatory subunit 35"
"ENSG00000129235",697.637366706377,0.0742510483143284,0.0789113890021265,0.940942102949518,0.346734529934798,0.458352632718545,"TXNDC17","84817","thioredoxin domain containing 17"
"ENSG00000196890",2.1886749946515,1.14328021118986,1.21520206430445,0.940814902124319,0.346799722772214,0.458397696342322,"HIST3H2BB","128312","histone cluster 3 H2B family member b"
"ENSG00000109956",0.513065547199133,2.36648153209866,2.5166970681753,0.940312428549238,0.347057326301173,0.458655924948592,"B3GAT1","27087","beta-1,3-glucuronyltransferase 1"
"ENSG00000167261",0.513065547199133,2.36648153209866,2.5166970681753,0.940312428549238,0.347057326301173,0.458655924948592,"DPEP2","64174","dipeptidase 2"
"ENSG00000100077",112.84146988331,0.163011555241923,0.17341026961269,0.940034033774396,0.347200103584148,0.458803472305494,"GRK3","157","G protein-coupled receptor kinase 3"
"ENSG00000179403",108.929842536121,0.165405859799458,0.175992761709809,0.939844674249688,0.347297239686083,0.458890686614083,"VWA1","64856","von Willebrand factor A domain containing 1"
"ENSG00000178947",3.13677256958361,0.955005485690992,1.0163169048642,0.939672931858397,0.347385353645696,0.458964224449647,"SMIM10L2A","399668","small integral membrane protein 10 like 2A"
"ENSG00000204390",21.8441538228328,0.366241168969862,0.389777987429917,0.939614808380408,0.347415177633347,0.458964224449647,"HSPA1L","3305","heat shock protein family A (Hsp70) member 1 like"
"ENSG00000116990",9.80414026407317,0.535022720806309,0.569470021853886,0.939509895647474,0.347469013980157,0.458994203463256,"MYCL","4610","MYCL proto-oncogene, bHLH transcription factor"
"ENSG00000151694",524.136076524529,0.077701636477994,0.0827149207852657,0.939390810513056,0.347530129376288,0.459033791606715,"ADAM17","6868","ADAM metallopeptidase domain 17"
"ENSG00000015171",1497.75916591772,-0.0538719662504476,0.0573662158818977,-0.939088720116315,0.347685195135211,0.459197455498051,"ZMYND11","10771","zinc finger MYND-type containing 11"
"ENSG00000135828",140.415133008677,0.144631453312868,0.154034930151217,0.938952308874889,0.347755230690172,0.45924879837919,"RNASEL","6041","ribonuclease L"
"ENSG00000068650",1073.80792490213,0.0643222207166895,0.0685195984550893,0.938741939050461,0.347863255263992,0.459350296217248,"ATP11A","23250","ATPase phospholipid transporting 11A"
"ENSG00000091106",7.01503488947186,0.629404995302918,0.670722339012004,0.93839873624912,0.348039535157772,0.459541898329622,"NLRC4","58484","NLR family CARD domain containing 4"
"ENSG00000135723",1029.69664675667,-0.0589724284815133,0.0628669007260281,-0.938052103737596,0.348217634295995,0.459735867979429,"FHOD1","29109","formin homology 2 domain containing 1"
"ENSG00000160075",1860.23851801681,0.0489569115056447,0.0522188415930462,0.937533465165266,0.348484217989403,0.459990070258209,"SSU72","29101","SSU72 homolog, RNA polymerase II CTD phosphatase"
"ENSG00000161040",7.39390155099597,-0.674425112204026,0.719362804594634,-0.937531253904723,0.348485354869688,0.459990070258209,"FBXL13","222235","F-box and leucine rich repeat protein 13"
"ENSG00000111877",84.3939060937919,0.191761368682859,0.204546471761127,0.93749536245632,0.348503808149217,0.459990070258209,"MCM9","254394","minichromosome maintenance 9 homologous recombination repair factor"
